client_id,age_bracket,job,marital,education,has_housing_loan,has_personal_loan,prev_call_duration,days_since_last_call,num_contacts_prev,poutcome,contact_date,cpi,subs_deposit
30048,25-40,technician,single,bachelors,no,no,132,999,0,nonexistent,02/08/18,93.444,0
3485,41-60,blue-collar,married,secondary,no,no,202,999,0,nonexistent,01/05/18,93.994,0
11291,41-60,pink-collar,married,secondary,no,no,322,999,0,nonexistent,04/05/18,93.994,0
6005,41-60,blue-collar,married,secondary,no,no,28,999,0,nonexistent,02/05/18,93.994,0
39841,41-60,white-collar,single,bachelors,yes,no,670,11,1,success,02/04/18,93.075,1
39850,25-40,white-collar,married,bachelors,no,no,28,999,0,nonexistent,02/04/18,93.075,0
28812,41-60,technician,married,senior_secondary,unknown,unknown,637,999,0,nonexistent,01/08/18,93.444,1
38919,41-60,technician,divorced,masters,yes,no,811,999,0,nonexistent,05/04/18,93.075,1
9004,25-40,other,married,unknown,yes,no,270,999,0,nonexistent,03/05/18,93.994,0
26249,41-60,technician,married,senior_secondary,no,no,284,6,3,success,02/07/18,94.215,1
6774,25-40,self-employed,single,bachelors,yes,no,140,999,0,nonexistent,02/05/18,93.994,0
22810,25-40,white-collar,married,senior_secondary,no,yes,134,999,0,nonexistent,05/07/18,93.918,0
38829,25-40,white-collar,single,bachelors,no,no,800,999,0,nonexistent,05/04/18,93.075,1
5961,25-40,blue-collar,married,senior_secondary,no,no,858,999,0,nonexistent,02/05/18,93.994,1
27710,41-60,blue-collar,married,secondary,no,no,172,999,0,nonexistent,07/08/18,93.444,0
20497,41-60,white-collar,married,senior_secondary,no,no,964,999,1,failure,03/07/18,92.469,1
7150,25-40,white-collar,married,secondary,no,yes,376,999,0,nonexistent,02/05/18,93.994,0
35312,41-60,white-collar,married,bachelors,yes,no,589,999,0,nonexistent,07/11/18,93.2,1
15875,25-40,white-collar,married,bachelors,no,no,136,999,0,nonexistent,05/06/18,92.963,1
38069,25-40,white-collar,married,bachelors,yes,yes,245,999,0,nonexistent,04/04/18,93.075,1
23197,41-60,entrepreneur,married,bachelors,yes,no,207,999,0,nonexistent,05/07/18,93.918,0
14582,41-60,white-collar,married,bachelors,no,no,541,999,0,nonexistent,04/06/18,94.465,0
9985,25-40,blue-collar,married,secondary,no,no,228,999,0,nonexistent,03/05/18,92.893,0
37623,60+,other,divorced,unknown,yes,no,178,999,0,nonexistent,06/03/18,92.843,1
24972,41-60,technician,married,masters,no,no,830,999,0,nonexistent,02/07/18,93.918,1
39972,25-40,white-collar,single,bachelors,no,no,162,999,0,nonexistent,02/04/18,93.075,0
6326,41-60,blue-collar,married,secondary,no,no,783,999,0,nonexistent,02/05/18,93.994,1
30696,41-60,white-collar,married,bachelors,no,no,335,999,0,nonexistent,02/08/18,93.444,0
37627,25-40,technician,single,masters,no,no,299,999,0,nonexistent,06/03/18,92.843,1
26830,25-40,white-collar,married,bachelors,no,no,86,999,0,nonexistent,06/08/18,93.444,0
21478,41-60,blue-collar,married,secondary,no,yes,25,999,0,nonexistent,04/07/18,93.918,0
37363,25-40,other,married,secondary,no,no,805,999,0,nonexistent,06/12/18,92.713,1
7684,25-40,self-employed,single,masters,yes,no,774,999,1,failure,02/05/18,92.893,1
22048,25-40,other,single,bachelors,yes,yes,314,5,2,success,04/07/18,94.215,1
32982,41-60,pink-collar,divorced,senior_secondary,yes,no,487,999,2,failure,03/10/18,946.01,1
18074,25-40,blue-collar,married,secondary,no,no,642,999,0,nonexistent,01/06/18,94.465,1
4642,25-40,white-collar,divorced,senior_secondary,no,no,101,999,0,nonexistent,01/05/18,92.893,0
17910,25-40,white-collar,single,bachelors,yes,no,339,6,2,success,07/06/18,94.055,1
25218,41-60,white-collar,married,senior_secondary,yes,yes,183,999,0,nonexistent,02/07/18,93.918,0
32271,41-60,other,married,masters,yes,no,378,999,1,failure,03/08/18,92.201,0
39053,25-40,white-collar,single,senior_secondary,yes,yes,449,13,1,success,05/04/18,93.749,1
23690,60+,other,married,secondary,no,no,552,999,0,nonexistent,05/07/18,94.215,1
1392,41-60,blue-collar,married,secondary,yes,no,193,999,1,failure,07/05/18,92.893,1
19430,25-40,white-collar,single,masters,yes,no,1061,999,0,nonexistent,03/07/18,93.918,1
32534,41-60,technician,married,secondary,no,no,445,999,0,nonexistent,05/10/18,92.431,1
19794,25-40,white-collar,married,senior_secondary,yes,no,838,999,0,nonexistent,03/07/18,93.918,1
2239,25-40,technician,single,masters,no,no,170,999,1,failure,07/05/18,92.893,0
11536,41-60,white-collar,divorced,bachelors,no,no,897,999,0,nonexistent,04/05/18,93.994,1
32808,25-40,pink-collar,married,senior_secondary,no,no,424,999,1,failure,02/10/18,92.431,1
36239,25-40,entrepreneur,married,bachelors,yes,no,106,999,1,failure,01/11/18,93.2,0
40829,18-24,other,single,secondary,yes,no,396,6,3,success,05/09/18,94.199,1
34092,41-60,white-collar,married,bachelors,unknown,unknown,486,999,0,nonexistent,06/11/18,93.2,1
26786,25-40,technician,married,senior_secondary,yes,no,111,999,0,nonexistent,06/08/18,93.444,0
32588,41-60,white-collar,divorced,bachelors,no,no,376,999,0,nonexistent,01/10/18,93.798,1
34737,25-40,technician,married,masters,yes,no,6,999,0,nonexistent,07/11/18,93.2,0
1246,25-40,blue-collar,married,secondary,no,no,135,999,0,nonexistent,07/05/18,93.994,0
32805,41-60,pink-collar,married,senior_secondary,no,no,297,999,2,failure,02/10/18,92.431,1
28546,25-40,technician,married,senior_secondary,no,no,89,999,0,nonexistent,07/08/18,93.444,0
35132,25-40,white-collar,married,bachelors,yes,yes,89,999,0,nonexistent,07/11/18,93.2,0
40638,25-40,entrepreneur,married,secondary,no,no,106,16,2,failure,04/09/18,92.379,0
1255,25-40,white-collar,single,senior_secondary,no,no,399,999,0,nonexistent,07/05/18,93.994,0
5046,41-60,blue-collar,married,secondary,no,no,56,999,0,nonexistent,01/05/18,92.893,0
15041,41-60,blue-collar,married,secondary,no,no,222,999,0,nonexistent,05/06/18,94.465,0
35481,25-40,pink-collar,married,senior_secondary,no,no,131,999,1,failure,07/11/18,93.2,0
2605,25-40,self-employed,married,bachelors,yes,no,414,999,1,failure,07/05/18,92.893,1
40954,25-40,technician,single,bachelors,no,no,327,999,0,nonexistent,06/09/18,94.199,1
32352,60+,other,divorced,secondary,no,no,273,999,0,nonexistent,03/08/18,92.201,1
3887,25-40,pink-collar,married,senior_secondary,yes,no,129,999,0,nonexistent,01/05/18,93.994,0
35447,41-60,white-collar,divorced,secondary,yes,no,575,999,0,nonexistent,07/11/18,93.2,0
15521,25-40,blue-collar,married,secondary,yes,no,108,999,0,nonexistent,05/06/18,94.465,0
6946,41-60,white-collar,married,secondary,no,no,282,999,0,nonexistent,02/05/18,93.994,0
33068,25-40,pink-collar,single,senior_secondary,yes,no,287,999,0,nonexistent,04/10/18,92.431,0
32706,25-40,technician,married,masters,yes,no,215,6,1,success,01/10/18,946.01,1
27471,25-40,white-collar,single,bachelors,yes,no,239,999,0,nonexistent,06/08/18,94.027,1
17368,41-60,technician,divorced,unknown,no,no,167,999,0,nonexistent,07/06/18,94.465,0
18500,25-40,blue-collar,married,secondary,yes,no,232,999,0,nonexistent,01/06/18,94.465,0
10368,25-40,white-collar,married,masters,no,no,584,999,0,nonexistent,03/05/18,92.893,0
28288,41-60,technician,single,masters,yes,no,57,999,0,nonexistent,07/08/18,93.444,0
24689,60+,other,married,secondary,no,yes,483,8,1,success,06/07/18,94.215,1
16847,25-40,white-collar,single,bachelors,yes,no,170,999,0,nonexistent,06/06/18,92.963,1
26430,41-60,pink-collar,married,senior_secondary,yes,no,413,999,0,nonexistent,06/08/18,93.444,0
27208,41-60,pink-collar,married,secondary,yes,yes,160,999,0,nonexistent,06/08/18,93.444,0
19029,25-40,technician,single,masters,yes,no,126,3,1,success,01/06/18,92.963,1
27521,41-60,blue-collar,married,secondary,yes,no,335,999,0,nonexistent,07/08/18,93.444,0
3958,41-60,blue-collar,married,secondary,yes,no,420,999,0,nonexistent,01/05/18,93.994,0
5058,41-60,blue-collar,married,secondary,no,no,309,10,1,success,01/05/18,92.893,1
26503,25-40,white-collar,married,bachelors,yes,no,72,999,0,nonexistent,06/08/18,93.444,0
11370,41-60,blue-collar,married,secondary,yes,yes,1252,999,0,nonexistent,04/05/18,93.994,1
33789,41-60,white-collar,married,secondary,no,no,154,999,0,nonexistent,05/11/18,92.649,0
20741,41-60,blue-collar,married,secondary,yes,no,42,999,0,nonexistent,04/07/18,93.918,0
22705,18-24,white-collar,single,bachelors,no,no,271,999,0,nonexistent,05/07/18,93.918,0
38710,25-40,white-collar,single,senior_secondary,no,no,571,999,0,nonexistent,05/04/18,93.075,1
27670,41-60,white-collar,married,bachelors,yes,no,147,999,0,nonexistent,07/08/18,93.444,0
34201,41-60,entrepreneur,married,secondary,yes,no,100,999,1,failure,06/11/18,93.2,0
8415,41-60,blue-collar,married,secondary,no,yes,61,999,0,nonexistent,03/05/18,93.994,0
40575,25-40,white-collar,single,bachelors,yes,no,151,999,0,nonexistent,03/04/18,93.075,0
24206,25-40,white-collar,single,bachelors,no,no,292,999,0,nonexistent,06/07/18,93.918,0
29285,41-60,white-collar,married,bachelors,yes,no,264,999,0,nonexistent,01/08/18,93.444,0
6778,41-60,technician,married,secondary,yes,no,52,999,0,nonexistent,02/05/18,93.994,0
17871,25-40,technician,single,masters,no,no,137,999,0,nonexistent,07/06/18,92.963,1
18549,41-60,blue-collar,married,secondary,yes,no,93,999,0,nonexistent,01/06/18,94.465,0
39727,25-40,pink-collar,married,senior_secondary,no,no,95,999,1,failure,02/04/18,93.075,0
8111,25-40,pink-collar,single,senior_secondary,no,no,1298,999,0,nonexistent,02/05/18,92.893,1
26536,41-60,other,married,secondary,no,no,116,999,0,nonexistent,06/08/18,93.444,0
6705,25-40,technician,single,bachelors,no,yes,130,999,0,nonexistent,02/05/18,93.994,0
26246,25-40,technician,married,bachelors,yes,yes,204,999,0,nonexistent,02/07/18,94.215,1
32334,25-40,other,married,masters,no,no,140,999,0,nonexistent,03/08/18,92.201,0
1547,25-40,technician,single,masters,no,no,21,999,0,nonexistent,07/05/18,92.893,0
21785,25-40,pink-collar,single,secondary,yes,no,535,999,0,nonexistent,04/07/18,93.918,0
39031,41-60,other,married,secondary,yes,no,229,6,1,success,05/04/18,93.749,1
37799,18-24,white-collar,single,bachelors,yes,no,64,999,0,nonexistent,01/03/18,92.843,0
17433,25-40,pink-collar,married,senior_secondary,no,no,54,999,0,nonexistent,07/06/18,94.465,0
7188,41-60,pink-collar,married,secondary,no,no,327,999,0,nonexistent,02/05/18,92.893,0
18084,41-60,white-collar,married,senior_secondary,no,yes,383,999,0,nonexistent,01/06/18,94.465,0
3743,41-60,pink-collar,divorced,secondary,yes,yes,292,999,0,nonexistent,01/05/18,93.994,0
3764,25-40,blue-collar,married,unknown,no,no,154,999,0,nonexistent,01/05/18,93.994,0
18501,41-60,technician,married,masters,yes,yes,705,999,0,nonexistent,01/06/18,94.465,1
39304,25-40,white-collar,single,bachelors,yes,no,156,999,0,nonexistent,06/04/18,93.075,1
5447,25-40,white-collar,married,bachelors,no,no,641,999,0,nonexistent,01/05/18,93.876,1
10609,25-40,blue-collar,married,secondary,no,no,616,999,0,nonexistent,03/05/18,92.893,1
5443,41-60,other,married,senior_secondary,no,no,353,999,0,nonexistent,01/05/18,93.876,1
1878,41-60,pink-collar,married,senior_secondary,yes,no,930,999,0,nonexistent,07/05/18,92.893,1
29932,25-40,white-collar,married,senior_secondary,no,no,289,999,0,nonexistent,01/08/18,92.201,1
1912,25-40,blue-collar,married,secondary,yes,yes,93,999,0,nonexistent,07/05/18,92.893,0
39444,41-60,white-collar,married,bachelors,no,no,476,999,0,nonexistent,06/04/18,93.075,1
7551,41-60,blue-collar,married,secondary,yes,yes,74,999,2,failure,02/05/18,92.893,0
38517,25-40,blue-collar,married,unknown,no,no,1174,999,0,nonexistent,05/04/18,93.075,1
37969,25-40,pink-collar,single,bachelors,no,no,212,999,0,nonexistent,02/03/18,93.369,1
36576,25-40,other,single,masters,yes,yes,261,999,0,nonexistent,02/11/18,93.2,0
24595,41-60,technician,married,senior_secondary,no,no,590,999,0,nonexistent,06/07/18,93.918,1
39618,41-60,blue-collar,married,secondary,no,no,200,999,0,nonexistent,06/04/18,93.075,0
37673,25-40,pink-collar,single,senior_secondary,yes,no,187,999,0,nonexistent,06/03/18,93.369,1
8259,41-60,other,married,secondary,no,no,193,3,1,success,02/05/18,92.893,1
34449,41-60,white-collar,married,bachelors,yes,no,170,999,1,failure,06/11/18,93.2,0
21325,25-40,white-collar,married,secondary,yes,no,327,999,0,nonexistent,04/07/18,93.918,0
38728,41-60,pink-collar,married,secondary,no,no,407,2,1,success,05/04/18,93.075,1
34134,25-40,other,married,senior_secondary,yes,yes,924,999,0,nonexistent,06/11/18,93.2,1
13007,25-40,white-collar,single,bachelors,yes,yes,1024,999,1,failure,04/05/18,92.893,1
37374,18-24,other,single,secondary,no,no,412,999,0,nonexistent,06/12/18,92.713,1
40915,25-40,technician,single,masters,yes,no,284,22,1,success,06/09/18,94.199,1
27213,25-40,white-collar,single,bachelors,yes,no,340,999,0,nonexistent,06/08/18,93.444,0
39018,41-60,technician,married,bachelors,unknown,unknown,758,999,2,failure,05/04/18,93.749,1
34859,25-40,white-collar,married,bachelors,yes,no,820,999,0,nonexistent,07/11/18,93.2,1
39408,25-40,blue-collar,single,senior_secondary,yes,no,1080,999,0,nonexistent,06/04/18,93.075,1
34522,41-60,entrepreneur,married,bachelors,no,no,283,999,0,nonexistent,06/11/18,93.2,0
10116,41-60,technician,divorced,bachelors,yes,yes,252,999,0,nonexistent,03/05/18,92.893,0
5191,25-40,other,single,bachelors,yes,no,775,999,0,nonexistent,01/05/18,92.893,1
16794,25-40,technician,single,masters,yes,no,209,999,0,nonexistent,06/06/18,92.963,1
40168,25-40,white-collar,single,senior_secondary,yes,no,58,999,0,nonexistent,02/04/18,93.075,0
17272,25-40,technician,married,masters,no,no,221,999,0,nonexistent,07/06/18,94.465,0
24662,41-60,other,divorced,secondary,no,no,897,999,0,nonexistent,06/07/18,92.469,0
28002,25-40,technician,married,masters,no,no,51,999,0,nonexistent,07/08/18,93.444,0
11758,25-40,technician,married,secondary,no,no,785,999,0,nonexistent,04/05/18,93.994,1
30395,25-40,self-employed,married,secondary,yes,yes,593,999,0,nonexistent,02/08/18,93.444,1
4394,41-60,blue-collar,married,secondary,no,no,334,999,1,failure,01/05/18,92.893,0
28729,60+,other,married,masters,no,no,482,999,0,nonexistent,07/08/18,94.027,1
40508,25-40,white-collar,married,bachelors,yes,yes,111,999,0,nonexistent,03/04/18,93.075,1
28673,25-40,white-collar,married,senior_secondary,no,yes,113,6,2,success,07/08/18,92.201,0
37960,41-60,white-collar,divorced,bachelors,yes,no,498,6,3,success,02/03/18,93.369,1
32784,25-40,white-collar,married,secondary,yes,no,332,999,1,failure,02/10/18,92.431,1
29731,41-60,technician,divorced,senior_secondary,yes,no,125,999,0,nonexistent,01/08/18,93.444,0
5415,41-60,blue-collar,married,secondary,yes,no,253,999,0,nonexistent,01/05/18,92.893,1
4595,41-60,pink-collar,divorced,bachelors,no,no,499,999,0,nonexistent,01/05/18,92.893,1
20136,18-24,blue-collar,single,unknown,no,no,62,999,0,nonexistent,03/07/18,93.918,0
39617,25-40,technician,divorced,masters,yes,yes,180,999,1,failure,06/04/18,93.075,0
25011,25-40,pink-collar,divorced,unknown,no,yes,277,999,0,nonexistent,02/07/18,93.918,0
9240,41-60,white-collar,single,senior_secondary,yes,no,347,999,0,nonexistent,03/05/18,93.994,0
18623,25-40,pink-collar,single,senior_secondary,no,no,15,999,0,nonexistent,01/06/18,94.465,0
30596,41-60,blue-collar,married,senior_secondary,no,no,189,999,0,nonexistent,02/08/18,93.444,0
39997,41-60,blue-collar,married,secondary,unknown,unknown,308,999,1,failure,02/04/18,93.075,0
38257,41-60,blue-collar,married,secondary,yes,no,229,999,0,nonexistent,04/04/18,93.075,1
33418,25-40,blue-collar,married,secondary,yes,yes,257,999,0,nonexistent,05/11/18,93.2,0
1916,41-60,white-collar,married,secondary,no,no,966,999,0,nonexistent,07/05/18,92.893,1
39622,25-40,pink-collar,married,senior_secondary,no,no,291,999,1,failure,06/04/18,93.075,0
892,41-60,pink-collar,married,senior_secondary,yes,no,967,999,0,nonexistent,07/05/18,93.994,1
17365,25-40,blue-collar,married,secondary,yes,no,278,999,0,nonexistent,07/06/18,94.465,0
23946,25-40,pink-collar,single,senior_secondary,yes,no,289,999,0,nonexistent,06/07/18,93.918,0
37660,25-40,blue-collar,married,senior_secondary,no,no,658,999,0,nonexistent,06/03/18,93.369,1
22912,41-60,technician,divorced,senior_secondary,yes,no,100,999,0,nonexistent,05/07/18,93.918,0
29900,25-40,pink-collar,married,senior_secondary,yes,no,417,999,0,nonexistent,01/08/18,92.201,1
35853,25-40,white-collar,married,senior_secondary,unknown,unknown,309,999,0,nonexistent,01/11/18,93.2,0
14806,25-40,pink-collar,married,secondary,yes,no,326,999,0,nonexistent,04/06/18,92.963,1
36799,41-60,pink-collar,married,senior_secondary,yes,no,1074,999,0,nonexistent,02/11/18,93.2,1
15597,41-60,technician,married,masters,yes,no,59,999,0,nonexistent,05/06/18,94.465,0
20732,25-40,white-collar,single,bachelors,no,no,194,999,0,nonexistent,04/07/18,93.918,0
16049,25-40,white-collar,single,bachelors,no,no,98,999,0,nonexistent,06/06/18,94.465,0
36624,41-60,white-collar,married,bachelors,yes,no,131,999,0,nonexistent,02/11/18,93.2,0
32539,25-40,white-collar,single,bachelors,no,no,416,999,0,nonexistent,05/10/18,92.431,1
36411,25-40,technician,married,senior_secondary,yes,yes,1329,999,0,nonexistent,01/11/18,93.2,0
20891,41-60,pink-collar,married,senior_secondary,no,no,313,999,0,nonexistent,04/07/18,93.918,0
26191,18-24,other,single,senior_secondary,no,no,270,999,0,nonexistent,02/07/18,92.469,1
20091,25-40,pink-collar,single,unknown,yes,no,598,999,0,nonexistent,03/07/18,93.918,1
25732,25-40,white-collar,married,secondary,yes,no,577,999,0,nonexistent,02/07/18,93.918,1
30556,41-60,blue-collar,married,unknown,no,yes,163,999,0,nonexistent,02/08/18,93.444,0
3354,25-40,blue-collar,divorced,senior_secondary,no,no,531,999,0,nonexistent,01/05/18,93.994,0
26566,25-40,technician,single,masters,yes,no,194,999,0,nonexistent,06/08/18,93.444,0
38109,41-60,pink-collar,married,senior_secondary,yes,no,690,999,0,nonexistent,04/04/18,93.075,0
360,25-40,blue-collar,single,senior_secondary,no,yes,163,999,0,nonexistent,07/05/18,93.994,0
11395,25-40,blue-collar,married,secondary,no,no,242,999,0,nonexistent,04/05/18,93.994,0
12079,25-40,white-collar,married,bachelors,no,no,266,999,0,nonexistent,04/05/18,93.994,0
41028,25-40,other,married,masters,no,yes,91,999,0,nonexistent,07/09/18,92.379,1
36439,60+,other,married,bachelors,no,yes,749,999,0,nonexistent,01/11/18,92.649,1
30617,41-60,white-collar,married,bachelors,yes,no,238,999,0,nonexistent,02/08/18,93.444,0
26260,18-24,technician,single,masters,yes,no,607,13,1,success,02/07/18,94.215,1
15606,25-40,entrepreneur,married,masters,yes,no,775,999,0,nonexistent,05/06/18,94.465,1
10440,25-40,blue-collar,married,secondary,yes,yes,11,999,0,nonexistent,03/05/18,92.893,0
19402,41-60,white-collar,married,bachelors,yes,no,336,999,0,nonexistent,03/07/18,93.918,0
14768,41-60,technician,married,secondary,no,no,1049,999,0,nonexistent,04/06/18,94.465,1
29944,25-40,white-collar,married,bachelors,yes,no,768,999,2,failure,01/08/18,92.201,1
1471,25-40,pink-collar,married,senior_secondary,no,no,619,999,0,nonexistent,07/05/18,92.893,1
39334,25-40,blue-collar,married,secondary,no,no,95,999,0,nonexistent,06/04/18,93.075,0
21162,25-40,pink-collar,divorced,senior_secondary,yes,no,158,999,0,nonexistent,04/07/18,93.918,0
34010,25-40,technician,married,masters,yes,no,333,999,0,nonexistent,06/11/18,93.2,0
20725,25-40,white-collar,single,bachelors,no,no,51,999,0,nonexistent,04/07/18,93.918,0
10990,25-40,blue-collar,married,secondary,no,no,514,999,0,nonexistent,04/05/18,93.994,0
18661,41-60,other,married,secondary,yes,no,51,999,0,nonexistent,01/06/18,94.465,0
10894,41-60,white-collar,married,bachelors,no,no,351,999,0,nonexistent,03/05/18,93.876,1
34895,25-40,blue-collar,married,secondary,yes,no,169,999,0,nonexistent,07/11/18,93.2,0
28484,41-60,pink-collar,married,secondary,yes,no,1000,999,0,nonexistent,07/08/18,93.444,1
16856,25-40,technician,married,bachelors,no,no,539,999,0,nonexistent,06/06/18,92.963,1
23282,41-60,technician,married,masters,no,no,38,999,0,nonexistent,05/07/18,93.918,0
15904,25-40,pink-collar,married,bachelors,no,yes,255,3,1,success,05/06/18,92.963,1
28494,41-60,other,divorced,senior_secondary,no,no,96,999,0,nonexistent,07/08/18,93.444,0
31519,41-60,white-collar,married,senior_secondary,yes,no,107,999,0,nonexistent,03/08/18,93.444,0
4721,25-40,blue-collar,married,secondary,no,no,1085,999,0,nonexistent,01/05/18,92.893,1
32584,41-60,white-collar,married,senior_secondary,no,no,312,999,0,nonexistent,01/10/18,93.798,1
15895,25-40,technician,married,masters,yes,no,404,11,2,failure,05/06/18,92.963,0
5020,41-60,entrepreneur,divorced,secondary,no,no,184,999,0,nonexistent,01/05/18,92.893,0
19877,25-40,white-collar,single,senior_secondary,no,no,90,999,0,nonexistent,03/07/18,93.918,0
14071,41-60,pink-collar,divorced,secondary,no,no,91,999,0,nonexistent,04/06/18,94.465,0
10092,25-40,white-collar,married,secondary,yes,yes,639,10,1,success,03/05/18,92.893,0
16483,41-60,blue-collar,married,senior_secondary,yes,yes,26,999,0,nonexistent,06/06/18,94.465,0
34156,25-40,technician,divorced,masters,no,no,288,999,0,nonexistent,06/11/18,93.2,0
39520,41-60,white-collar,married,bachelors,yes,no,949,999,0,nonexistent,06/04/18,93.075,1
22503,25-40,blue-collar,married,secondary,yes,no,71,999,0,nonexistent,05/07/18,93.918,0
16059,25-40,white-collar,married,senior_secondary,yes,yes,73,999,0,nonexistent,06/06/18,94.465,0
15289,41-60,white-collar,married,secondary,yes,no,495,999,0,nonexistent,05/06/18,94.465,0
17921,60+,other,divorced,unknown,no,no,544,999,0,nonexistent,07/06/18,94.055,1
27374,25-40,technician,married,masters,no,no,123,999,0,nonexistent,06/08/18,92.201,0
865,25-40,blue-collar,married,secondary,yes,no,140,999,0,nonexistent,07/05/18,93.994,0
39035,60+,other,married,senior_secondary,yes,no,165,999,0,nonexistent,05/04/18,93.749,1
14036,41-60,other,divorced,secondary,no,no,228,999,0,nonexistent,04/06/18,94.465,0
26195,25-40,white-collar,single,bachelors,yes,no,125,999,0,nonexistent,02/07/18,92.469,1
21897,25-40,white-collar,married,bachelors,no,no,695,999,0,nonexistent,04/07/18,93.918,1
33255,41-60,blue-collar,married,secondary,no,no,1077,999,0,nonexistent,05/11/18,93.2,1
18902,25-40,blue-collar,single,senior_secondary,yes,no,856,999,0,nonexistent,01/06/18,94.465,1
37598,25-40,technician,married,bachelors,no,no,350,999,2,failure,06/03/18,92.843,1
28988,25-40,white-collar,married,bachelors,yes,no,160,999,0,nonexistent,01/08/18,93.444,0
5221,25-40,white-collar,married,bachelors,yes,no,345,999,0,nonexistent,01/05/18,92.893,0
23638,41-60,white-collar,married,bachelors,yes,no,567,999,0,nonexistent,05/07/18,92.469,1
871,25-40,pink-collar,married,senior_secondary,no,no,394,999,0,nonexistent,07/05/18,93.994,0
23766,25-40,pink-collar,married,senior_secondary,no,no,584,999,0,nonexistent,06/07/18,93.918,1
17772,41-60,other,married,senior_secondary,unknown,unknown,90,999,0,nonexistent,07/06/18,94.465,0
7191,25-40,blue-collar,married,secondary,yes,no,293,11,1,success,02/05/18,92.893,0
7764,25-40,other,married,secondary,no,no,570,999,0,nonexistent,02/05/18,92.893,1
27674,41-60,white-collar,married,bachelors,yes,no,1208,999,0,nonexistent,07/08/18,93.444,1
27467,25-40,white-collar,single,bachelors,no,no,242,6,5,success,06/08/18,94.027,1
8357,41-60,white-collar,married,unknown,yes,no,762,6,2,success,02/05/18,93.876,1
2248,18-24,blue-collar,single,secondary,yes,no,250,999,0,nonexistent,07/05/18,92.893,0
28102,25-40,entrepreneur,divorced,masters,unknown,unknown,950,999,0,nonexistent,07/08/18,93.444,1
40718,25-40,technician,single,masters,no,no,221,999,1,failure,04/09/18,94.199,1
41001,60+,other,married,secondary,no,no,230,3,2,success,07/09/18,92.379,1
23637,25-40,self-employed,single,bachelors,no,no,276,999,0,nonexistent,05/07/18,92.469,1
17096,25-40,entrepreneur,married,secondary,no,no,85,999,0,nonexistent,07/06/18,94.465,0
38329,41-60,white-collar,divorced,bachelors,no,no,74,999,0,nonexistent,05/04/18,93.075,0
41103,41-60,pink-collar,single,secondary,yes,no,219,999,0,nonexistent,03/09/18,92.379,1
4241,41-60,white-collar,married,senior_secondary,no,no,132,999,0,nonexistent,01/05/18,93.994,0
23494,25-40,white-collar,single,bachelors,yes,no,10,999,0,nonexistent,05/07/18,93.918,0
2616,60+,other,married,masters,yes,no,492,999,0,nonexistent,07/05/18,93.876,0
37876,41-60,white-collar,married,senior_secondary,yes,no,265,999,0,nonexistent,01/03/18,93.369,1
33940,25-40,white-collar,single,bachelors,yes,no,82,999,1,failure,06/11/18,93.2,0
34459,41-60,technician,married,masters,yes,no,135,999,0,nonexistent,06/11/18,93.2,0
13271,25-40,entrepreneur,married,bachelors,unknown,unknown,416,999,0,nonexistent,04/05/18,92.893,1
5542,25-40,white-collar,single,senior_secondary,yes,no,359,999,0,nonexistent,02/05/18,93.994,0
33119,60+,other,married,secondary,yes,no,138,999,0,nonexistent,04/10/18,946.01,0
19567,41-60,blue-collar,married,secondary,yes,yes,195,999,0,nonexistent,03/07/18,93.918,0
2759,25-40,blue-collar,married,secondary,no,no,114,999,0,nonexistent,01/05/18,93.994,0
1610,41-60,pink-collar,divorced,masters,no,no,108,999,1,failure,07/05/18,92.893,0
10363,25-40,white-collar,single,bachelors,yes,no,149,999,0,nonexistent,03/05/18,92.893,0
1143,25-40,white-collar,married,senior_secondary,yes,yes,157,999,0,nonexistent,07/05/18,93.994,0
36373,25-40,white-collar,single,bachelors,no,no,242000,999,0,nonexistent,01/11/18,93.2,1
28752,60+,other,married,masters,yes,no,261,6,3,success,07/08/18,94.027,1
11085,41-60,white-collar,single,bachelors,yes,no,391,999,0,nonexistent,04/05/18,93.994,0
20578,25-40,technician,single,bachelors,no,no,146,6,2,success,03/07/18,94.215,0
9619,41-60,blue-collar,married,secondary,yes,no,39,999,0,nonexistent,03/05/18,93.994,0
39021,41-60,white-collar,married,bachelors,no,no,185,6,2,success,05/04/18,93.749,1
1537,41-60,blue-collar,married,secondary,yes,no,483,3,2,success,07/05/18,92.893,1
32597,41-60,white-collar,single,bachelors,yes,no,105,999,0,nonexistent,01/10/18,92.431,1
33305,25-40,pink-collar,single,senior_secondary,no,no,68,999,1,failure,05/11/18,93.2,0
40901,25-40,white-collar,married,bachelors,yes,no,291,999,0,nonexistent,06/09/18,94.199,1
2539,41-60,blue-collar,single,masters,yes,no,64,999,0,nonexistent,07/05/18,92.893,0
8684,25-40,blue-collar,married,secondary,no,yes,159,999,0,nonexistent,03/05/18,93.994,0
38531,25-40,blue-collar,married,secondary,yes,no,257,999,1,failure,05/04/18,93.075,0
27085,41-60,self-employed,married,bachelors,yes,no,932,999,0,nonexistent,06/08/18,93.444,1
31644,41-60,white-collar,married,bachelors,yes,no,334,999,0,nonexistent,03/08/18,93.444,0
21607,41-60,self-employed,married,bachelors,yes,no,416,999,0,nonexistent,04/07/18,93.918,1
24834,25-40,blue-collar,married,secondary,no,no,135600,999,0,nonexistent,02/07/18,93.918,1
